question_id,question,opa,opb,opc,opd,ans
7309,Which is not vitamin D resistant rickets is:,Osteomalacia,Familial hypophosphatemia.,Refractory rickets.,Phosphate diabetes.,0
7310,Characteristic pathological feature of Parkinson's disease is presence of -,Lewy bodies,Babes nodule,Neuro fibrillary tangle,Negri-bodies,0
7311,Most common primary tumor of hea?,Myxoma,Rhabdomyosarcoma,Fibroma,Leiomyosarcoma,0
7312,What does not occur in lysosomal storage disorders?,Increased number and size of lysosomes,Lysis of the cell,Apoptosis of the cell,Accumulation of the polyubiquinated proteins,1
7313,S. mutans is involved in dental caries initiation. Other bacteria also involved is:,S. sarcinus,S. macae,S. sanguis,S. salivarius,2
7314,Platelet adhesion to collagen occurs via: (AIIMS May 2015. Nov 2013),Factor VIII,Factor IX,von Willebrand factor,Fibronectin,2
7315,Shelf life of blood with CPDA -,2 weeks,3 weeks,5 weeks,8 weeks,2
7316,"On electron microscopy of renal biopsy, distinctive ""basket-weave"" appearance of glomerular basement membrane (GBM) seen in:",IgA nephropathy,Alpo syndrome,Focal segmental glomerulosclerosis (FSGS),Thin Basement Membrane disease,1
7317,Which of the following is downregulated by Hepcidin?,Ferropoin,Transferrin,DMT 1,Haphaestin,0
7318,"A 63-year-old woman with chronic bronchitis presents with shoness of breath. A chest X-ray reveals a 2-cm ""coin lesion"" in the upper lobe of the left lung. A CT-guided lung biopsy is obtained. Which of the following describes the histologic features of this lesion if the diagnosis is hamaoma?",Benign neoplasm of epithelial origin,Disorganized normal tissue,Ectopic islands of normal tissue,Granulation tissue,1
7319,Raw beefy tongue is seen in deficiency of,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B12,2
7320,A 60-year-old man who worked for 30 years in a chemical factory complains of blood in his urine. Urine cytology discloses dysplastic cells. A bladder biopsy demonstrates transitional cell carcinoma. Which of the following carcinogens was most likely involved in the pathogenesis of bladder cancer in this patient?,Aniline dyes,Arsenic,Benzene,Cisplatinum,0
7321,Bleeding time is not prolonged in-,Von Willebrand's disease,Christmas disease,Haemophilia,Polycythemia,3
7322,The tumor suppressor gene P53 induces cell arrest at-,G2 - M phase,S G2 phase,G1 - S phase,Go - phase,2
7323,"Two siblings with ostegenesis imperfect, but their parents are normal. Mechanism of inheritance Is",Anticipation,Genomic impriting,Germ line mosaicism,New mutation,2
7324,A patient with malabsorption who develops a deficiency of vitamin A is most likely to subsequently develop:,Acute leukemia,Intestinal metaplasia,Megaloblastic anemia,Night blindness,3
7325,Albers-Schonberg's disease is,Osteomyelitis,Osteopetrosis,condensing osteitis,OsteomaLacia,1
7326,Which among the following pairs of Oncogenes is activated by Translocation?,SIS 8c HST-,HGF 8c L-MYC,TGFcf 8c CDK4,ABL 8c C-MYC,3
7327,Raynaud's phenomenon is seen in,SLE,Rheumatic fever,Hypeension,Diabetes mellitus,0
7328,"Histologic examination of lung tissue reveals multiple suppurative, neutrophil-rich exudates that fill the bronchi and bronchioles and spill over into the adjacent alveolar spaces only. The majority of lung tissue is not involved in this inflammatory process. Hyaline membranes are not found. This histologic appearance best describes",Bronchiectasis,Bronchopneumonia,Lobar pneumonia,Interstitial pneumonitis,1
7329,Angulated body cells are found in,Granular cell myoblastoma,Hodgkins disease,Pemphigus vulgaris,Hurler’s syndrome,0
7330,The following is an activator of LCAT,Apo AI,Apo E,Apo B 48,Apo B 100,0
7331,Plummer- Vinson syndrome,Is due to folic acid deficiency,Common in males,Not associated with oral premalignancy,Strong association with post-cricoid carcinoma,3
7332,Mask-like appearance of face with narrowing of aperture and rigidity of the mucosa is characteristic of:,Progressive systemic sclerosis,Tetanus,Multiple sclerosis,OsteomaLacia,0
7333,Metastatic calcification is most often seen in:,Lymph nodes,Lungs,Spleen,Liver,1
7334,Most malignant tumor of salivary glands ?,Pleomorphic adenoma,Wahin tumor,Adenoid cystic carcinoma,Acinic cell tumor,2
7335,Pauci immune glomerulonephritis is seen in-,After transplant in Alpos,Microscopic polyangitis,Henoch-schonlein nephritis,Lupus,1
7336,a malignant epithelial cell neoplasm derived from any of the three(e) germ layers is referred to as:,sarcoma,carcinoma,teratoma,mixed cell tumor,2
7337,Triple helix is found in -,Cystine,Collagen,Pectin,DNA,1
7338,Which of the following is a stain for heart failure cells?,PAS,Prussian blue,Sudan black,Oil red,1
7339,Fat necrosis is seen in?,Breast,Brain,Kidney,Spleen,0
7340,Which of the following helps in generating reactive O2 intermediates in the neutrophils?,NADPH oxidase,SOD (superoxide dismutase),Catalase,Glutathione peroxidase,1
7341,In Troisiers sign the lymph nodes involved are,Right axillary nodes,Left axillary nodes,Right supraclavicular nodes,Left supraclavicular nodes,3
7342,Commonest site of intestinal T.B.,Stomach,Jejunum,Ileum,Colon,2
7343,"Amber coloured tooth translucency, blue sclerae and bone fragility and a history of previous bone fractures are characteristic findings in:",Osteoporosis,Osteogenesis imperfecta,Osteitis deformans,Osteitis fibrosa cystica,1
7344,The clot formed after coagulation cascade is not stable unless extensive cross linking occurs. This is done by -,Plasmin,Factor XIII,Thrombin,High molecular weight kininogen,1
7345,Apoptosis means: September 2005,Regeneration of cells after injury,Reperfusion injury of the cells,Programmed internal cell death,Uncontrolled multiplication of cells,2
7346,First enzyme to be raised in MI is ?,CPK-MB,LDH,Myoglobin,Troponin-I,2
7347,Aflatoxin B is associated with which malignancy?,Liver,Lung,Kidney,Stomach,0
7348,"A 61-year-old woman presents with nausea, vomiting, and sudden onset of left-sided abdominal pain. Physical examination shows low grade fever, and laboratory evaluation shows increased neutrophils in her peripheral blood. Which of the following is the most likely diagnosis",Appendicitis,Colitis,Diveiculitis,Pancreatitis,2
7349,"A 46-year-old man has had increasing dyspnea with nonproductive cough for the past year. On physical examination he is afebrile and has clubbing of digits. Pulmonary function testing reveals a mild restrictive abnormality along with reduced DLCO. A transbronchial biopsy is performed and microscopic examination shows numerous alveolar macrophages, plump epithelial cells, mild interstitial fibrosis, and loss of respiratory bronchioles. Lamellar bodies and iron pigment are present within these macrophages. Which of the following is the most likely etiology for his pulmonary disease?",Type I hypersensitivity,Cigarette smoking,Ciliary dyskinesia,Inhalation of mold spores,1
7350,Necrotising arterioritis with fibrinoid necrosis is characteristic of,Immediate hypersensitivity,Ag-Ab complex mediated,Cell mediated immunity,Cytotoxic mediated,1
7351,"Patient complains of sharp shooting pain in the pharynx ,tonsil.on examination trigger zone is found in the tonsillar area, diagnosis is:",Sphenopalatine neuralgia,Paratrigeminal neuralgia.,Glossopharyngeal neuralgia.,Trigeminal neuralgia.,2
7352,What is the role of membrane protein clathrin?,Cell motility,Cell shape,Exocytosis,Receptor-mediated endocytosis,3
7353,Which of the following helps in generating oxygen burst in the neutrophils?,Superoxide dismutase,Catalase,Glutathione peroxidase,NADPH oxidase,3
7354,"A 12-month-old infant with a history of recurrent infections, eczema, generalized edema, and easy bruising is diagnosed with an X-linked, recessive, congenital immunodeficiency. The CBC shows thrombocytopenia. What is the most likely diagnosis?",DiGeorge syndrome,Isolated IgA deficiency,Severe combined immunodeficiency,Wiskott-Aldrich syndrome,3
7355,Which is the most common cause of acute gastroenteritis?,Norovirus,Rotavirus,Salmonella,E.coli,0
7356,HLA is located on,Sho arm of chr-6,Long arm of chr-6,Sho arm of chr-3,Long arm of chr-3,0
7357,which of the following is the etiology of werner syndrome with premature aging,increased length of telomere,sho telomere with damaged DNA and loss of helicase,Increased advanced glycation and products,Decreased lipid peroxidation,1
7358,Which one of the following is a metric dental feature?,Shovelling,Caravelli's trait,Mandibular molar groove pattern,Root length of maxillary canine,3
7359,An important factor for chronic pyelonerphritis is -,Obstruction,Vesico-ureteral reflux,Pelvi-ureteric junction obstruction,Catheter induced,1
7360,The protein found in the amyloid deposits in senile systemic amyloidosis is,AL protein,â2 microglobulin,â-amyloid protein,Transthyretin,3
7361,Glossopyrosis refers to:,Painful tongue.,Burning tongue.,Paralysis of tongue.,Black colored tongue.,1
7362,The division of a single tooth resulting in one normal and one supernumerary tooth is known as,Gemination.,Fusion.,Twinning.,Concrescence.,2
7363,Tree bark like calcification in chest X-ray is seen in -,Syphilitic aneurysm,Aortoarteritis,Neurofibromatosis,Atherosclerosis,0
7364,Histopathology of mitral Valve prolapsed shows what kind of change?,Myxomatous,Fibrinoid,Granulomatous,Fibrous,0
7365,Which finding on electron microscopy indicates irreversible cell injury:,Dilatation of endoplasmic reticulum.,Dissociation of ribosomes from rough endoplasmic reticulum,Flocculent amorphous densities in the mitochondria,Myelin figures,2
7366,Spongiosis is seen in -,Acute eczema,Lichen Planus,Psoriasis,Pemphigus,0
7367,Pseudopolyposis is seen in -,Crohn's disease,Ulcerative colitis,Juvenile polyposis,Enteric fever,1
7368,Anemia of chronic disease is due to -,Vit B12 deficiency,Folate deficiery,Decreased utilization of stored iron,Chronic blood loss,2
7369,A patient who has been wearing denture for quite long time reported with flabby tissue behind the ridge. What will be the most likely diagnosis?,Trauma due to denture,Vitamin B2 deﬁciency,Epulis ﬁssuratum,Neumann’s tumor,2
7370,A characteristic feature of acute inflammation,Vasoconstriction,Vascular stasis,Margination of leucocytes,Vasodilatation and increased vascular permeability,3
7371,Higoumenaki sign is suggestive of :,Psoriasis.,Congenital syphilis.,Tetany.,Cholecystitis.,1
7372,Iron deficiency anemia is characterized by -,Increased porphyrin,Increased MCHC,Increased ferritin level,Increased TIBC,3
7373,Chronic subdural haematonia is caused by,Fracture skull bones,Hypertension,Rupture of bridging veins,Subarachnoid haemorrhage,2
7374,What happens in hypertrophy -,Increase no. of cells,Increase size of cells,Increase protein in cells,Decrease in cell number,1
7375,Mantoux test is based on which hypersensitivity-,Typel,Type 2,Type 3,Type 4,3
7376,"About Wolf-Parkinson-White (WPW) syndrome, which is wrong?",There is a risk of ventricular tachycardia,Presentation may be with hydrops foetalis,Type a is seen in association with Ebstein's anomaly,Flecainide reduces the recurrence risk of tachycardias,2
7377,The layer responsible for the strength of an intestinal anastomosis is,Mucosa,Submucosa,Muscularis propria,Serosa,1
7378,Peptic ulcer is caused by,H. pylori,Campylobacter jejuni,Pneumocystis carinii,Crypto sporidium,0
7379,Wilson disease is due to accumulation of: September 2005,Copper,Iron,Zinc,Nickel,0
7380,Commonest sites of intraabdominal abscess,Subphrenic,Paracolic,Pelvis,Retropeioneal,2
7381,Most likely precursor to bronchiectasis is,Tuberculosis,Carcinoma,Bronchial adenoma,Bronchopneumonia,3
7382,Best treatment of endometriosis in a young girl is,Oestrogen,Gonadotropins,Surgery,Danazol,3
7383,Which is the most common primary malignant bone tumor?,Osteosarcoma,Osteoclastoma,Secondaries,Multiple myeloma,3
7384,AIDS kidney changes -,MCD,FSGS,MPGN,Berger disease,1
7385,"A person is having painless lymphadenopathy. On biopsy, binucleated owl shaped nuclei with clear vacuolated area is seen. On IHC CD 15 and CD 30 were positive. What is the most probable diagnosis?",Nodular sclerosis,Large granular lymphocytic lymphoma,Lymphocyte depletion type,Lymphocyte predominant HD,0
7386,Medullary thyroid carcinoma is associated with?,MEN I,MEN II,MEN III,MEN IV,1
7387,Which of the following inhaled occupational pollutant produces extensive nodular pulmonary fibrosis?,Silica,Asbestos,Wood dust,Carbon,0
7388,Most common nerve in the neck from which schwannoma arises -,Trigeminal,Accessory,Hypoglossal,Vagus nerve,3
7389,Cystatin C is a novel marker of -,Fatty liver,Vitamin K status,Glomerular filtration,Cholestasis,2
7390,Most common site of eosinophilic granuloma -,Radius,Femur,Skull,Lumbar vertebrae,2
7391,C- ANCA is present in,Microscopic polyangitis,Churg - Strauss syndrome,Kawasaki disease,Wegner's granulomatosis,3
7392,Massive splenomegaly is not seen in: September 2008,Malaria,Chronic myelogenous leukemia,Syphilis,Sickle cell anemia,3
7393,Familial amyloidosis is seen in?,Senile cardiac amyloidosis,Alzheimer's disease,Renal amyloidosis,Splenic amyloidosis,0
7394,C1 is controlled by?,Calcium,Magnesium,Manganese,Phosphate,0
7395,"A 36-year-old man presents to his primary care physician complaining of painless enlargement of the testis. Fuher laboratory studies reveal an increase in serum hCG. Of the following, which is the most likely diagnosis?",Dysgerminoma,Embryonal carcinoma,Seminoma,Yolk sac tumor,2
7396,The pathogenesis of acute proliferative glomerulo-nephritis-,Cytotoxic T-cell mediated,Immune complex mediated,Antibody mediated,Cell-mediated (Typer IV),1
